commit,author,date,message,diffLength,isBugfix,isBuggy,path,pathType,tagIndex,countArguments,countAwait,countBreak,countCatch,countDebugger,countElse,countEnum,countExport,countExtends,countFor,countFunctions,countIfs,countImport,countInterface,countLet,countNew,countPrivate,countProtected,countPublic,countReturn,countStatic,countThis,countThrow,countVar,countAbstract,countGoto,countInclude,countPrint,countRequire,countYield
690782d0b6fb39b32c84fc6df0641ec60aff77bb,anonym,Mon Nov 2 12:08:15 2020 +0100,BUGFIX - CiBrowser - added schema switch - fixed status combo,2394,1.0,0,resources/js/base/CiBrowser/CiOverviewGrid.js,.js,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d26bf62212fc418c43cffbe18a6862118295bfc3,anonym,Fri Oct 30 15:48:24 2020 +0100,Bugfix: fixed issue where standalone DynamicForms didn't save references to new items (solves #8841)    fixed issue in standalone DynamicForms where fields dirty marks get not cleared after save.,457,1.0,0,_devTools/docs/develop_against_docker_container.md,.md,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d88f1a78d07a4a57327bb7a75dadafedcfdb96f9,anonym,Fri Oct 30 14:19:10 2020 +0100,BUGFIX - StoredQueryOverview - added frontend parameter handling (#8843),761,1.0,0,php/base/module/overview/StoredQueryOverviewModule.php,.php,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e87fbc4eeb79fd523c61778b70509935f725e783,anonym,Fri Oct 30 10:52:43 2020 +0100,ENHANCEMENT - StoredQueryOverview - detailPanelConfig added (close #8845),2301,0.0,1,php/base/module/overview/StoredQueryOverviewModule.php,.php,723.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
acd38c54b825574377c5ba75050039334345fc82,anonym,Fri Oct 30 09:37:20 2020 +0100,BUGFIX - CiBrowserDetail - always open in non editable mode,1197,1.0,0,resources/js/base/CiBrowser/CiBrowserDetail.js,.js,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a82f1234feffc71e27bd1e49532a5c897aebef64,anonym,Fri Oct 30 09:36:57 2020 +0100,ENHANCEMENT - guide for developing against local docker container,1818,0.0,0,_devTools/docs/develop_against_docker_container.md,.md,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ec3592a25cacbb9abf8bcf420859e62a9e6316a4,anonym,Fri Oct 30 09:36:21 2020 +0100,BUGFIX - CSS - coloring for DEV -> PROD in CFG schema,1466,1.0,0,resources/CSS/CockpitColorsAndFonts.css,.css,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fa4a795b22d4f6525b31b51a4e8e57210a21d5e5,anonym,Thu Oct 29 15:36:24 2020 +0100,Enhancement: added minWidth as Form parameter to handle minimum width used for forms. If smaller the form gets horizontal scrollable.,20138,0.0,0,resources/extjs/overrides/layout.js,.js,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8178a849c0ba854e20d15ccb38e4502e3bd105c8,anonym,Thu Oct 29 14:44:20 2020 +0100,ENHANCEMENT - StoredQueryOverview - added frontend parameter handling (close #8843)    BUGFIX - StoredQueryOverview - queryId is not resolved for StoredQueries which are not shown in frontend (showInFrontend=0) (close #8844),2830,1.0,0,php/base/module/overview/StoredQueryOverviewModule.php,.php,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fdf1ddcc710a8ddef6af64b05aab47536f1d5e38,anonym,Thu Oct 29 11:01:25 2020 +0100,Improvement: added defined order (sortorder uuid) to XmlMetaDataExport and fixed indent issues.,12894,0.0,0,php/base/module/special/XmlMetaDataExportModule.php,.php,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efd01235051bced821b4fb6bc13efc1302004fd8,anonym,Tue Oct 27 17:27:41 2020 +0100,Enhancement: FormBuilder improvements (prefilled CI_KEY and CI_NAME for new form item clone form element via context menu in tree) (references #6542),3251,0.0,0,php/base/module/detail/DynamicFormEditorModule.php,.php,722.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
88f909ef5c79e70fdedb0b2ee9f25e236a22ebb4,anonym,Tue Oct 27 12:08:43 2020 +0100,Bugfix: fixed issue with regular expression in LinkTextField as some browsers (e.g. Safari) doesn't support negative look behind.,872,1.0,0,resources/js/base/form/LinkTextField.js,.js,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335828be834676ca9249eb3c4a4299e1e4bb07be,anonym,Mon Oct 26 17:22:40 2020 +0100,Bugfix: ensured that actions are finished before changing panel or saving data in tree context (solves #8749),611,1.0,0,resources/js/base/BaseView/FormView/DynamicForm.js,.js,722.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,58.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0
5b67a7af51619a0e7b62ec2f0bd6c46d1cf84a5d,anonym,Mon Oct 26 12:45:45 2020 +0100,Enhancement: ActionController can optionally handle functions in all Commands Parameter Conditions (solves #8750),1758,0.0,0,resources/js/base/BaseView/FormView/DynamicFormObjects/ActionController.js,.js,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79ac5619e1373749c5b37646b468cc22d45c44ce,anonym,Mon Oct 26 11:21:40 2020 +0100,Change: domain names without protocol will be opened as http:// urls in URL Field now (solves #8751)    Bugfix: some minor fixes.,733,1.0,0,resources/js/base/BaseView/FormView/DynamicFormObjects/ActionController.js,.js,722.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ee3f785f7c140251617244c420c4ede86ab6f718,anonym,Fri Oct 23 16:09:38 2020 +0200,ENHANCEMENT - QueryBuilder - added schema switch,15383,0.0,0,php/base/service/special/QueryBuilderDataService.php,.php,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3a0f849d8c9428bb0671c50cb1727a93935149d2,anonym,Fri Oct 23 15:40:57 2020 +0200,ENHANCEMENT - CiBrowser - added schema switch,861,0.0,0,resources/CSS/CockpitColorsAndFonts.css,.css,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
f8d8e614b43078ba6fe880b257ccd8c17a02d5df,anonym,Thu Oct 22 17:47:56 2020 +0200,Bugfix: fixed popup masking of AddExisting Item of grids in DynamicForms (solves #8784),597,1.0,1,resources/js/base/grid/ItemEditorGrid.js,.js,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4691584d76cb52300bc4fc7f745906dae05e606c,anonym,Thu Oct 22 16:46:19 2020 +0200,Bugfix: unified query string wildcard handling in RefCombos (solves #8819),915,1.0,0,php/base/service/cmdb/cockpit/DynamicFormDataService.php,.php,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50a82c36374d3e47da181f8c77bd5d8e8b4908ac,anonym,Thu Oct 22 15:16:47 2020 +0200,Bugfix/Changed: fixed issue in excel export and changed status columns to status name (solves #8295 #8763 #7893),5008,1.0,0,perl/reporting/bin/report.pl,.pl,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b236d899d341e6134c10ac93cc40f45950fc71f5,anonym,Thu Oct 22 14:45:34 2020 +0200,MERGE - BUGFIX - FileUpload - adoptions due to changed browser behavior for file inputs,745,1.0,0,resources/js/base/fbplugins/AttachmentsPlugins/AttachmentUpload.js,.js,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32778015f9a73208edfd1b6b68d76efb6a62c380,anonym,Thu Oct 22 11:39:26 2020 +0200,Bugfix: fixed issue where Currency field doesn't work as read-only column in DynamicForm grids (solves #8814),3469,1.0,0,resources/js/base/grid/ItemEditorGrid.js,.js,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bfd4155efa731076417018cd3f7db701d3c5d4cc,anonym,Thu Oct 22 10:15:19 2020 +0200,ENHANCEMENT - CiBrowserDetail - mark tab loading while references are loading register reference load request to tab for canceling if tab is closed,903,0.0,0,resources/js/base/BaseView/CiDetailPanel.js,.js,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f3e71d92eca9cf6b2f8a307e619e1ee22a792bed,anonym,Wed Oct 21 17:04:53 2020 +0200,Enhancement: added IsBlocking for DynamicForm actions (missing PHP file).,2771,0.0,0,php/base/service/cmdb/cockpit/DynamicFormDataService.php,.php,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d648039e64c9a7103eed3b7f92fe1ec77a9b5635,anonym,Wed Oct 21 17:04:23 2020 +0200,Enhancement: improved handling of missing PDF Document config.,5058,0.0,0,php/base/module/special/PdfModule.php,.php,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c2c65ceae520a48735ac675c5a5d3ecaff0cad1,anonym,Wed Oct 21 13:53:38 2020 +0200,Bugfix: fixed issue where saving DynamicForms via Ctrl-S doesn't work correct on ComboBoxes (solves #8809),868,1.0,0,resources/js/base/appController/MainViewTabPanel.js,.js,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bcbb2608e83dd45f42e715fd179d92d6e6142dc9,anonym,Wed Oct 21 09:35:50 2020 +0200,ENHANCEMENT - LdapConnectionProvider - decreased connection timeout to 1 second and implemented multiple (5) tries to connect (close #8811),1618,0.0,0,php/base/provider/LdapConnectionProvider.php,.php,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e8dc42c9dff8ccf80928857a58e7a0a3e20474df,anonym,Tue Oct 20 16:14:03 2020 +0200,Enhancement: added IsBlocking for DynamicForm actions.,8330,0.0,0,resources/js/base/BaseView/FormView/DynamicFormObjects/ActionController.js,.js,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e2dd6a4b80f3f041dcfce73d28b1eda1d799054c,anonym,Tue Oct 20 12:16:24 2020 +0200,Bugfix: fixed issue where RefCombos where gets cleared after saving cached DynamicForms.,2575,1.0,0,resources/js/base/data/CiCache.js,.js,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a824a12430b60d80296b1bd1126a37cf0c28ba54,anonym,Tue Oct 20 11:20:26 2020 +0200,BUGFIX - ValueSetOverview - translation labels won't be saved for a new added value (close #8801),2675,1.0,0,php/base/module/overview/ValueSetOverviewModule.php,.php,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
b29957a795ae9099054666f085c0d02cc5f3d8de,anonym,Tue Oct 20 10:52:31 2020 +0200,BUGFIX - ValueSetOverview - after creation of a new ValueSet no values are addable without reload (close #8800),1365,1.0,0,php/base/service/overview/ValueSetOverviewDataService.php,.php,719.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632521850ee35cb5b99241a0926c902e0f62894d,anonym,Tue Oct 20 09:22:01 2020 +0200,BUGFIX - CiBrowserOverview - RefSearch - trouble with different status of references and items (close #8802),1673,1.0,0,php/base/service/overview/CiOverviewGridDataService.php,.php,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a06966004f2dd602667e7fb2dd6366409da56f77,anonym,Mon Oct 19 17:54:37 2020 +0200,Bugfix: implemented handling for running actions to be aborted if other form is selected in tree.,3876,1.0,0,resources/js/base/BaseView/FormView/DynamicForm.js,.js,719.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d9bad0ca56189e95f4aa8ce91f45afdfb9e2711,anonym,Mon Oct 19 16:53:11 2020 +0200,Bugfix: fixed issue where saved forms still appear as dirty (solves #8799),1045,1.0,0,resources/js/base/data/CiCache.js,.js,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1749a1815295f2b2c26bd1dc7c0dd11f9c80c21,anonym,Mon Oct 19 15:29:34 2020 +0200,ENHANCEMENT - fixed CP.Error to CP.error,680,0.0,0,resources/js/base/BaseView/TreeMenuView/CacheTreeMenuView.js,.js,717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78514d3e6b5bc228f1245b7ba9bd326f79a25390,anonym,Mon Oct 19 15:07:50 2020 +0200,ENHANCEMENT - EnumFieldSet - improved styling,1127,0.0,0,resources/CSS/EnumFieldSet.css,.css,717.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,23.0,0.0,13.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,7.0,0.0,98.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0
87d5036cdf3adba858f41c415a3321d66c32fc52,anonym,Mon Oct 19 13:53:38 2020 +0200,ENHANCEMENT - CiBrowserOverview - PropertyGrid - input validation added (close #8067),3380,0.0,0,resources/js/base/CiBrowser/CiBrowserDetail.js,.js,717.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f497fe55a45c9fbc1412326550795b2bbf5c63e8,anonym,Mon Oct 19 12:31:33 2020 +0200,Bugfix: fixed issue where references could not be deleted via RefCombos in cached dynamicForms (solves #8804),853,1.0,0,resources/js/base/BaseView/FormView/DynamicForm.js,.js,717.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
049b2e29c52cda4ca7071b438be5076ad425fb89,anonym,Fri Oct 16 12:32:19 2020 +0200,Bugfix: fixed issue where currency column renderer doesn't work after switching panels in tree.,1803,1.0,0,resources/js/base/grid/ItemEditorGrid.js,.js,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20a24a468effd8938cafc1fe1c4a493c1d5419ed,anonym,Thu Oct 15 17:23:50 2020 +0200,Bugfix: fixed issue where EnumFieldSet is marked dirty without being dirty (solves #8798),370,1.0,0,resources/js/base/form/EnumFieldSet.js,.js,716.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9568b7276cb5acfc14aedc2131cb64711c610ae2,anonym,Thu Oct 15 12:50:02 2020 +0200,Enhancement: added Document DefaultStyle handling to PdfModule,24703,0.0,0,package-lock.json,.json,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63e2a127107fba72dafef7d2a6466ea25713d9a1,anonym,Thu Oct 15 11:45:39 2020 +0200,Improvements: code optimization,9131,0.0,0,resources/js/base/data/CiCache.js,.js,715.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
44a973ef50b5cd962c5f6fdd75eee7a7d6d3e4a1,anonym,Thu Oct 15 10:52:00 2020 +0200,ENHANCEMENT - OverviewPanel - added possibility to switch working schema for overview,301346,0.0,0,package-lock.json,.json,715.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,28.0,0.0,29.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
122bf496e29edff46abdea93218123b3adc9732c,anonym,Thu Oct 15 09:23:42 2020 +0200,Bugfix: unified string representatives for boolean values in DynamicForm grid backend fixed issues with validation error dialogs. (solves #8791),1711,1.0,0,php/base/module/detail/DynamicFormModule.php,.php,714.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0
